,Unnamed: 0,location,location-url,area,area-url,category,content,content-url,content-img,tableData,openHourData,priceData,facilityInfo,covidInfo
10,10,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,일본 최초의 ‘무인양품’ 호텔이 긴자 나미키 거리에서 오픈,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190225/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190225/images/190225_thum_400.jpg,"[{'head': '주소', 'data': '주오구 긴자 3-103-3, 4, 6, 14, 15, 21, 40(지번)\n※예약 접수는 2019년 3월 중순에 시작될 예정입니다.|'}, {'head': '교통편', 'data': '긴자선/히비야선/마루노우치선 ‘긴자’역에서 도보 2분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}, {'head': 'URL', 'data': 'MUJI HOTEL GINZA (ENG)|https://hotel.muji.com/en/'}]",[],,[],[]
11,11,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,와코,https://www.gotokyo.org/kr/spot/658/index.html,https://www.gotokyo.org/en/spot/658/images/658_main_450.jpg,[],"['10：30～19：00\n월요일화요일수요일목요일금요일토요일일요일', '휴무일: 연말연시']","요금
현금VISAJCBMASTERAMEX은련카드","['화장실시설전면 금연인터넷 접속 가능', '일본어영어북경어광동어', '일본어영어', '자동문 입구엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)']","['사전 예약제인 경우 있음', '입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'http://www.wako.co.jp/news/1373']"
12,12,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,GINZA PLACE(긴자 플레이스),https://www.gotokyo.org/kr/spot/665/index.html,https://www.gotokyo.org/en/spot/665/images/665_0433_1_670x450.jpg,[],"['※점포, 시설, 층에 따라 다름', '휴무일: 비정기 휴무\n*1월 1일, 2월 3번째 화요일']",,"['화장실시설식사 시설인터넷 접속 가능', '일본어영어', '자동문 입구플로어 손잡이 있음(가동식 포함)에스컬레이터엘리베이터다기능 화장실(누구나 사용 가능)기저귀 교환대 있음']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
13,13,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,GINZA SIX,https://www.gotokyo.org/kr/spot/260/index.html,https://www.gotokyo.org/en/spot/260/images/260_0206_1_670x450.jpg,[],"['10：30～20：30\n월요일화요일수요일목요일금요일토요일일요일공휴일\n11：00～23：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※점포, 시설, 층에 따라 다름', '휴무일: 비정기 휴무']","요금
현금VISAJCBMASTERAMEX은련카드","['화장실시설식사 시설흡연소환금 가능주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구휠체어용 경사로 있음에스컬레이터엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음']","['입장 제한이 있는 경우 있음', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://ginza6.tokyo/news/76177']"
14,14,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,도큐 플라자 긴자,https://www.gotokyo.org/kr/spot/663/index.html,https://www.gotokyo.org/en/spot/663/images/5820_1_670x450.jpg,[],"['11：00～21：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※점포, 시설, 층에 따라 다름', '휴무일: 비정기 휴무\n1월 1일, 2월 법정 점검을 위해 1일 휴무']","요금
현금VISAJCBMASTERAMEX은련카드Alipay
무료점포, 시설에 따라 요금이 다름","['화장실시설식사 시설흡연소환금 가능주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음필담 가능']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
15,15,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 미코시,https://www.gotokyo.org/kr/spot/678/index.html,https://www.gotokyo.org/kr/spot/678/images/678_0443_1_670x450.jpg,[],"['10：00～20：00\n월요일화요일수요일목요일금요일토요일\n10：00～19：30\n일요일공휴일\n※점포, 시설, 층에 따라 다름', '휴무일: 비정기 휴무']",,"['화장실시설식사 시설흡연소주차장인터넷 접속 가능', '일본어영어북경어광동어한국어', '일본어영어중국어(간자체)중국어(번자체)한국어', '장애인용(휠체어 사양)주차장 있음자동문 입구휠체어용 경사로 있음휠체어용 리프트 있음에스컬레이터휠체어용 에스컬레이터 있음엘리베이터다기능 화장실(누구나 사용 가능)기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음']",[]
16,16,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 거리,https://www.gotokyo.org/kr/spot/43/index.html,https://www.gotokyo.org/en/spot/43/images/43_0124_4_670x450.jpg,[],[],,[],[]
17,17,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,샤넬 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1615/images/1336_1_670x450.jpg,,,,,
18,18,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,도버 스트리트 마켓 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1571/images/1571_1_670x450.jpg,,,,,
19,19,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 메종 에르메스,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1516/images/1516_1_670x450.jpg,,,,,
20,20,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,기간 한정으로 긴자에 최신 입체공원이 출현!,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/topics.html,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/images/180910_thum_1.jpg,"[{'head': '주소', 'data': '도쿄도 주오구 긴자 5-3-1|'}, {'head': '영업시간', 'data': '5:00～24:30\n※지상부에서 긴자역 연결통로 방면의 개방 시간\n※영업시간은 점포에 따라 다릅니다.|'}, {'head': '정기 휴무', 'data': '1월 1일(예정)|'}, {'head': '교통편', 'data': '도쿄메트로 ‘긴자’역 B9번 출구와 직결, JR ‘유라쿠초’역 중앙 출구에서 도보 약 5분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}, {'head': 'URL', 'data': 'Ginza Sony Park(ENG)|https://www.sonypark.com/ginza/'}]",[],,[],[]
21,21,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,베이지 알랑 뒤카스 도쿄,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1616/images/1338_1_670x450.jpg,,,,,
22,22,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,긴자 기무라야,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1610/images/1511_1_670x450.jpg,,,,,
23,23,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,샤넬 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1615/images/1336_1_670x450.jpg,,,,,
24,24,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,긴자 윤케,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1575/images/1575_2_670x450.jpg,,,,,
25,25,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,미나모토 깃초안 긴자 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1574/images/1574_1_670x450.jpg,,,,,
26,26,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,기타 정보,긴자,https://www.gotokyo.org/kr/story/walks-and-tours/ginza/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/ginza/images/area001_0985_15_670x450.jpg,[],[],,[],[]
27,27,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,기타 정보,추천 건축물 명소—긴자 에리어,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-architecture-ginza/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-architecture-ginza/images/main_670-450.jpg,[],[],,[],[]
28,28,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,"2019년 12월, 아키하바라ㆍ오카치마치의 고가철도 하부공간 ‘Aki-Oka’에 상점가와 호텔이 오픈",https://www.gotokyo.org/kr/new-and-now/new-and-trending/191111/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/191111/images/191111_thum_400.jpg,"[{'head': '주소', 'data': '도쿄지요다구간다네리베이초13-1 외|'}, {'head': '영업시간', 'data': '시설에 따라 다름|'}, {'head': '정기 휴무', 'data': '시설에 따라 다름|'}, {'head': '교통편', 'data': 'JR ‘아키하바라’역에서 도보 3분\nJR 야마노테선 ‘오카치마치’역에서 도보 7분\n긴자선 ‘스에히로초’역에서 도보 3분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}, {'head': 'URL', 'data': 'SEEKBASE AKI-OKA MANUFACTURE (JPN)|http://www.jrtk.jp/seekbase/'}]",[],,[],[]
29,29,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,차바라 아키오카 마르쉐,https://www.gotokyo.org/kr/spot/446/index.html,https://www.gotokyo.org/kr/spot/446/images/446_0675_3_670x450_1.jpg,[],"['11：00～20：00\n월요일화요일수요일목요일금요일토요일일요일\n※점포, 시설, 층에 따라 다름']",,"['화장실시설식사 시설흡연소인터넷 접속 가능', '자동문 입구휠체어용 경사로 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)']",['도쿄도 감염 방지 철저 선언 스티커 등록 시설']
30,30,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,2k540 AKI-OKA ARTISAN,https://www.gotokyo.org/kr/spot/240/index.html,https://www.gotokyo.org/en/spot/240/images/240_0645_1_670x450.jpg,[],"['11：00～19：00\n월요일화요일목요일금요일토요일일요일\n※점포, 시설, 층에 따라 다름', '휴무일: 수요일']","요금
무료","['화장실시설식사 시설주차장인터넷 접속 가능', '장애인용(휠체어 사양)주차장 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음']",['도쿄도 감염 방지 철저 선언 스티커 등록 시설']
31,31,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,보크스 아키하바라 하비 천국,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/20191031_006/images/new06_670x450.jpg,,,,,
32,32,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,아키하바라 전기 상점가,https://www.gotokyo.org/kr/spot/55/index.html,https://www.gotokyo.org/en/spot/55/images/55_0136_3_670x450.jpg,[],"['※점포, 시설, 층에 따라 다름']",,[],[]
33,33,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,AKIBA 컬쳐즈 ZONE,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1280/images/1280_1_670x450.jpg,,,,,
34,34,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,도쿄 레저랜드 아키하바라점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1535/images/1535_2_670x450.jpg,,,,,
35,35,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,소프맵 아키하바라 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1536/images/1536_2_670x450.jpg,,,,,
36,36,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,LAOX 아키하바라 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1539/images/1539_1_670x450.jpg,,,,,
37,37,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,애니메이트 아키하바라,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1530/images/1530_2_670x450.jpg,,,,,
38,38,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,게임ㆍ애니메이션의 세계관을 체감할 수 있는 ‘콜라보레이션 카페’의 매력,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190115/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190115/images/190115_thum_400.jpg,"[{'head': '주소', 'data': '도쿄도 지요다구 소토칸다 4-3-11 구리하라 빌딩 1층/2층|'}, {'head': '영업시간', 'data': '낮 시간：11:00～12:15、12:30～13:45、14:00～15:15\n밤 시간：17:00～18:15、18:30～19:45、20:00～21:15\n(75분 단위로 새롭게 손님을 맞이합니다)\n※상품 판매 구역은 자유롭게 입장할 수 있습니다.\n기간: 2018년 11월 2일~2019년 1월 31일까지|'}, {'head': '정기 휴무', 'data': '기간 중 무휴|'}, {'head': '교통편', 'data': 'JR ‘아키하바라’역 전기상가 출구에서 도보 3분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}, {'head': 'URL', 'data': 'http://2-5dcafe.jp/(JPN)|http://2-5dcafe.jp/'}, {'head': '주소', 'data': '도쿄도 도시마구 히가시이케부쿠로 3-2-1 애니메이트 어넥스7층/8층|'}, {'head': '영업시간', 'data': '11:30～21:20(시기에 따라 변경될 수 있음)\n기간: 2018년 12월 20일~2019년 3월 12일까지|'}, {'head': '정기 휴무', 'data': '기간 중 무휴|'}, {'head': '교통편', 'data': 'JR/도쿄메트로 ‘이케부쿠로’역에서 도보 8분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}, {'head': 'URL', 'data': 'https://cafe.animate.co.jp/event/ensemblestars1220/(JPN)|https://cafe.animate.co.jp/event/ensemblestars1220/'}]",[],,[],[]
39,39,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,"“고스트 바둑왕”, “DEATH NOTE”, “바쿠만”으로 유명한 만화가 오바타 다케시의 전람회",https://www.gotokyo.org/kr/new-and-now/new-and-trending/190701/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190701/images/190701_thum_400.jpg,"[{'head': '주소', 'data': '도쿄도 지요다구 소토칸다 6-11-14아트 지요다 3331|'}, {'head': '기간', 'data': '2019년 7월 13일~8월 12일\n10:00-17:00(금요일, 토요일 및 7월 14일과 8월 11일은 20:00까지)\n※최종 입장은 폐장 30분 전까지.\n※7월 13일은 첫날 한정권이 필요합니다.|'}, {'head': '교통편', 'data': '긴자선 ‘스에히로초’역 4번 출구에서 도보 1분\n지요다선 ‘유시마’역 6번 출구에서 도보 3분\nJR선 ‘아키하바라’역 전기상가 출구에서 도보 8분|'}, {'head': '기타', 'data': '영업시간, 정기휴무, 요금 등의 최신정보는 공식 웹사이트에서 확인해 주십시오.|'}]",[],,[],[]
40,40,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,간다묘진 신사,https://www.gotokyo.org/kr/spot/17/index.html,https://www.gotokyo.org/kr/spot/17/images/17_0093_4_670x450_1.jpg,[],[],,[],"['입장 제한이 있는 경우 있음', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://www.kandamyoujin.or.jp/event/detail/?id=129']"
41,41,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,스퀘어 에닉스 카페,https://www.gotokyo.org/kr/spot/1773/index.html,https://www.gotokyo.org/en/spot/1773/images/1773_squarecafe_450.jpg,[],"['9：00～21：00', '휴무일: 연중무휴']","요금
현금VISAJCBMASTERAMEX은련카드Alipay","['화장실시설식사 시설전면 금연환금 가능인터넷 접속 가능', '일본어', '일본어', '자동문 입구']",[]
